Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Lollipop,EVERYBODY GO TO THE DISCOTEK,Darell,7/28/2023,USSD12300307,94,158.2,275349653,37806.0,"22,826,643",70.0,347506860,"1,553,295","4,349,700","321,239,621",-2147483648,"2,676,837,761",19.0,"23,875",96,37.0,"3,780,737",29.0,5101044,"5,276",,"1,245,874",,1
La Diabla,La Diabla - Single,Xavi,12/2/2023,USA2P2357356,95,155.9,649404552,27544.0,"47,789,063",83.0,433839212,"2,750,086",,"414,833",10603563,"1,795,939,912",29.0,"16,287",462,34.0,"16,509,806",26.0,22603598,"29,401",,"1,380,069",,0
Boy's a Liar Pt. 2,Boy's a liar Pt. 2,PinkPantheress,2/3/2023,GBAYE2300015,96,153.6,851085705,129047.0,"50,996,176",70.0,211810152,"2,461,166","3,502,547","955,272,568",-2147483648,"806,434,641",162.0,"223,173","6,243",65.0,"8,655,684",130.0,10207007,"36,847","13,896,129","2,580,691",,1
Snooze,SOS,SZA,12/9/2022,USRC12204591,97,153.3,1013350808,108036.0,"86,470,319",84.0,390677417,"2,521,214","402,338","97,819,766",887803828,"560,893,301",154.0,"559,589",513,60.0,"2,707,900",61.0,74611167,"85,113","17,702,595","3,129,609",,1
BELLAKEO,BELLAKEO,Peso Pluma,12/7/2023,QMFMF2388143,98,153.1,359803580,26065.0,"79,152,427",86.0,369321334,"1,839,225","720,800","74,164,945",874056250,"4,123,457,278",40.0,"16,952",69,63.0,"18,139,662",51.0,20058510,"7,289",,"1,002,835",,1
Agora Hills,Scarlet,Doja Cat,9/22/2023,USRC12301954,99,152.8,509653100,66219.0,"67,521,533",,48045203,"986,278","328,562","88,846,508",544437406,"1,561,456,615",80.0,"400,206",14,78.0,"9,341,155",39.0,23110274,"19,559",,"4,295,361",,1
Prada,Prada,cassÃ¯Â¿,8/11/2023,GBCEN2300147,100,152.5,609699748,128498.0,"160,755,092",83.0,47611547,"418,343","283,600","96,934,486",1090501901,"113,545,664",129.0,"123,242","1,570",167.0,"15,480,679",100.0,1210830,"1,073","25,956,265",,,1
Montagem Rave Eterno,Montagem Rave Eterno,Dj Samir,5/2/2024,GXD7G2413058,101,152.3,5157486,470.0,"2,924,720",,1278618,"27,849","1,100,000","261,000",3900000,,3.0,,,2.0,"39,366",0.0,0,,,"47,658",,0
Lil Boo Thang,Lil Boo Thang,Paul Russell,8/18/2023,USAR12300323,102,152.1,242070373,37170.0,"74,130,983",76.0,22907992,"261,664","2,553,106","312,997,953",-2147483648,"15,593,731",106.0,"370,635","5,999",69.0,"1,792,014",79.0,84425715,"30,713","670,026","2,219,984",,0
MONACO,nadie sabe lo que va a pasar maÃ¯Â¿Â½Ã¯Â¿,Bad Bunny,10/13/2023,QMFME2364182,103,150.7,478150858,73306.0,"51,842,133",78.0,113379734,"1,312,763","1,700,998","182,319,546",2111289492,"90,954,700",78.0,"35,330",39,56.0,"15,784,760",53.0,17823388,"12,664","4,374,049","2,255,465",,1
Laxed (Siren Beat),Laxed (Siren Beat),Jawsh 685,4/24/2020,USSM12002399,104,150.5,61382407,7240.0,"1,708,319",43.0,9977490,"201,210","37,726,462","9,239,474",147837262,,15.0,"10,152",,5.0,"59,317",1.0,0,,,"3,819,161",,0
(It Goes Like) Nanana - Edit,(It Goes Like) Nanana [Edit],Peggy Gou,6/15/2023,GBBKS2300080,105,150.4,460156070,163449.0,"127,827,271",77.0,8183226,"98,257","530,103","65,920,648",1032799567,"56,004,473",0.0,"195,140",,102.0,"3,034,022",111.0,1132923,"1,312","9,451,176","9,279,625",,0
Training Season,Training Season,Dua Lipa,2/15/2024,GBAHT2301078,106,148.9,251153869,16811.0,"92,985,554",76.0,66691067,"961,957","102,884","34,572,688",431390500,"2,120,552,147",162.0,"180,711",57,127.0,"33,540,073",116.0,10305245,"3,796","776,717","2,047,771",,0
Type Shit,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402033,107,148.1,205206688,28064.0,"84,737,651",84.0,39453253,"672,789",,,0,"232,440,923",99.0,"3,432",45,41.0,"2,943,724",47.0,5897303,"4,527","7,571,301","900,933",,1
Armageddon,Armageddon - The 1st Album,aespa,5/27/2024,KRA302400093,108,147.4,32942304,1262.0,"26,204,483",74.0,57861795,"1,257,935",,,0,"29,510,774",37.0,290,6,5.0,"530,831",33.0,21869,48,"139,164","29,736",,0
The Box,Please Excuse Me For Being Antisocial,Roddy Ricch,12/6/2019,USAT21906978,109,146.6,1911559785,317345.0,"87,765,033",78.0,441257231,"4,829,633","4,930,490","561,201,008",-2147483648,"2,077,511",255.0,"296,948",181,138.0,"555,650",28.0,295741432,"633,414","168,458,097","11,988,760",,1
INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,7/23/2021,USSM12104539,110,145.3,2014959725,354831.0,"87,942,438",70.0,1003346208,"16,856,186","1,750,366","915,814,897",-2147483648,"3,191,316,960",360.0,"245,228",925,109.0,"3,242,122",74.0,75167268,"96,430",,"12,693,846",,1
Pedro,Pedro - Single,Jaxomy,3/29/2024,DEE862400427,111,144.6,168145583,27654.0,"159,737,263",85.0,35008949,"717,214",,,0,"39,149,568",107.0,"4,448",,158.0,"16,345,999",54.0,39577,482,"3,634,381","2,408,838",,0
Fast Car,Gettin' Old,Luke Combs,3/24/2023,US6XF2200436,112,144.5,518988585,73116.0,"58,391,498",80.0,107703759,"768,813","354,036","74,258,021",924204888,"103,658,014",117.0,"673,629",59,67.0,"8,306,302",104.0,184924061,"88,890","728,039","3,108,167",,0
Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,1/7/2024,JPU902305042,113,144.0,247399972,22222.0,"13,870,528",80.0,389540239,"4,392,933",,"22,950,364",296522040,"1,041,035,733",53.0,807,,18.0,"357,941",17.0,537267,"1,928",,"1,069,500",,0
Aesthetic,Aesthetic,Tollan Kim,3/4/2022,SGB502208576,114,144.0,5712985,2311.0,"535,908",44.0,3120073,"56,276","20,114,495","2,452,502,310",-2147483648,,4.0,22,,4.0,"1,397",1.0,21564,81,,"249,823",,0
Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,10/18/2018,USUM71814888,116,143.9,-2147483648,392082.0,"123,917,182",79.0,-2147483648,"19,410,390","2,714,134","178,829,434",1597453878,"484,189,798",351.0,"273,683",,86.0,"809,352",99.0,546367356,"906,813",,"1,569,935",,0
Hands,Hands,DianÃ¯Â¿Â½,8/1/2022,GBKPL2205333,115,143.9,126914,8.0,212,1.0,-2147483648,"7,208,467",33,188,6415,"26,630,093",0.0,658,,0.0,,0.0,0,,,295,,0
Saturn,Saturn - Single,SZA,2/24/2024,USRC12400216,117,142.8,343090427,21104.0,"154,253,718",87.0,38173339,"349,660",,,0,"196,380,893",120.0,"158,378",360,103.0,"10,995,523",87.0,11441987,"7,496","166,254","745,798",,0
Chegou a Hora de Ir para Cama (Playback),3 Palavrinhas Vol.9 (Playback),3 Palavrinhas,6/4/2024,BXT622400190,118,142.4,0,0.0,,,39323383,"44,223",,,0,,0.0,,,0.0,,0.0,0,,,,,0
Believer,Believer,Imagine Dragons,1/31/2017,USUM71700626,119,142.2,-2147483648,335880.0,"89,243,475",81.0,-2147483648,"42,240,881","5,745,117","453,132,709",-2147483648,"276,194,776",226.0,"253,782",388,118.0,"1,138,425",71.0,614578695,"844,301","2,943,611","21,306,706",,0
WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,4/27/2022,USSM12203789,120,141.0,787155930,183850.0,"58,397,185",77.0,357772653,"2,590,835","931,660","95,662,104",836550889,"3,934,416,606",150.0,"463,665","1,308",32.0,"399,388",69.0,182315884,"53,326","48,937,045","3,534,164",,1
I KNOW ?,UTOPIA,Travis Scott,7/28/2023,USSM12305012,121,139.5,532605345,128534.0,"31,725,858",81.0,97958347,"1,237,197","322,900","108,595,670",947194801,"259,363,238",46.0,"107,637",57,33.0,"1,423,258",40.0,6334599,"8,712","12,785,993","1,861,958",,1
ANDO,ANDO,Jere Klein,9/27/2023,QMDA72363047,122,139.0,292789738,28591.0,"30,905,957",72.0,406307035,"809,942","1,900,606","68,341,852",872862858,"1,969,191,415",11.0,"1,754",,15.0,"8,391,160",1.0,764473,"5,168",,"1,195,337",,1
First Class,First Class,Jack Harlow,4/8/2022,USAT22203024,123,138.6,818858244,223609.0,"49,586,777",71.0,231229581,"2,756,840","1,610,614","624,748,318",-2147483648,"3,849,170,813",148.0,"666,615","4,406",37.0,"759,989",77.0,117451442,"40,907","24,111,168","4,244,972",,1
FE!N,UTOPIA,Travis Scott,7/28/2023,USSM12305010,124,137.8,659010786,129923.0,"93,969,186",86.0,125203447,"1,990,342","22,100","13,787,343",107398826,"244,390,161",87.0,"37,314",361,46.0,"2,137,898",38.0,3029375,"6,510","14,942,955","1,839,283",,1
Save Your Tears - Live,After Hours (Live At SoFi Stadium),The Weeknd,3/3/2023,USUG12301493,125,137.7,3913988,545.0,"1,054,122",40.0,1577017938,"9,304,666",,,0,"2,651,764,724",0.0,25,,0.0,,0.0,5260,,,,,1
Losing Interest - Original Mix,Losing Interest (Original),Goovex,6/10/2024,CA5KR2465999,126,136.4,126247886,5.0,"5,973",1.0,0,,,,0,,0.0,,,0.0,,0.0,0,,,,,0
I Ain't Worried,"I AinÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½t Worried (Music From The Motion Pi""Top Gun: Maverick"")",OneRepublic,5/13/2022,USUM72206227,127,136.2,1607421145,212406.0,"160,444,270",83.0,409785349,"3,326,477","247,865","155,593,087",1825552705,"2,563,240,162",267.0,"523,907","3,418",111.0,"4,754,372",75.0,152770142,"49,622",,"9,091,826",,0
MI EX TENÃ¯Â¿Â½Ã¯Â¿Â½A RA,MAÃ¯Â¿Â½Ã¯Â¿Â½ANA SERÃ¯Â¿Â½Ã¯Â¿Â½ BONITO (BICHOTA,KAROL G,8/10/2023,USUG12305253,128,136.2,438796949,23959.0,"34,805,394",78.0,509727241,"2,202,866","1,223,804","46,080,266",782582119,"1,337,889,706",56.0,"60,758",959,29.0,"3,457,921",38.0,38214505,"9,932","62,622","865,444",,0
Drained of Color,Drained of Color,Exhumed,8/30/2022,US2642250302,129,134.0,158627,635.0,"18,765",16.0,-2147483648,,9,422,4484,"1,318,392",0.0,29,,0.0,,0.0,1132,,,208,,0
Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,7/24/2020,USQX92003025,130,133.0,1867736006,302486.0,"82,611,625",76.0,747126783,"10,795,292","2,467,227","160,756,733",1768836179,"2,069,527,154",329.0,"931,316","1,897",273.0,"3,821,598",85.0,240562062,"131,540","40,756,476","10,228,436",,1
Dynamite,Dynamite,BTS,8/21/2020,QM7282022872,131,132.3,1872577908,144619.0,"51,186,002",74.0,-2147483648,"62,311,179","3,098,499","662,794,945",-2147483648,"2,199,001,119",323.0,"351,169",198,355.0,"1,888,088",98.0,0,,,"7,896,781",,0
Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,12/10/2023,GXBAV2381801,132,130.7,8327,3.0,8,,0,,"4,200,000","3,646,489",73318253,,0.0,,,0.0,,0.0,0,,,522,,0
Someone You Loved,Breach,Lewis Capaldi,11/8/2018,DEUM71807062,133,129.7,-2147483648,338763.0,"160,553,919",82.0,-2147483648,"20,891,433","1,940,473","212,007,614",-2147483648,"2,333,853,734",408.0,"600,211",381,502.0,"4,834,088",110.0,427212257,"357,540",,"29,266,297",,0
AcrÃ¯Â¿Â½Ã¯Â¿Â½s,AcrÃ¯Â¿Â½Ã¯Â¿Â½stico - Si,Shakira,5/11/2023,USQX92302824,134,129.6,230849195,23091.0,"12,233,221",64.0,363082908,"5,135,848","4,897,595","104,580,759",1551501289,"150,614,267",49.0,"24,103",214,25.0,"319,914",33.0,23525446,"4,705",,"623,446",,0
Made You Look,Takin' It Back,Meghan Trainor,10/21/2022,USSM12204574,135,129.5,720720922,74295.0,"89,509,926",77.0,221078988,"2,557,839","4,687,520","1,252,326,407",-2147483648,"718,932,832",108.0,"412,680","5,869",43.0,"1,491,347",59.0,81828913,"36,462",,"3,086,624",,0
PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,6/22/2023,QZMEQ2306756,136,129.4,1378494,351.0,"43,395",34.0,1022331,"22,739","7,702,832","90,289,248",1272592848,,0.0,,,0.0,,0.0,0,,,"50,550",,0
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,5/29/2024,INS182401602,137,129.1,2827545,62.0,"1,433,870",,54330074,"801,621",,,0,,0.0,,,0.0,,10.0,0,,,"5,620",,0
vampire,vampire,Olivia Rodrigo,6/30/2023,USUG12304091,138,128.9,998964097,90793.0,"87,801,398",18.0,113450524,"2,108,657","394,640","152,624,014",1448207880,"1,111,017,294",173.0,"161,513",93,61.0,"5,239,925",128.0,28318435,"67,590","4,296,515","4,872,257",,1
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio MilionÃ¯Â¿Â½Ã¯Â¿,3/1/2024,BCAEW2400001,139,128.5,37157630,2052.0,"30,387,641",74.0,63418833,"427,441","1,600,000","853,176",8850449,"149,589,609",11.0,190,,32.0,"8,460,458",11.0,0,,,"42,895",,0
Back,Back,LOLA,8/3/2022,UKQNV2100272,140,128.0,48428,92.0,"15,747",3.0,2123978358,"5,670,850",111,"102,828",735317,,0.0,46,,0.0,,0.0,0,,,,,0
People,People - Single,Libianca,12/5/2022,QZTB52268087,141,127.8,631955547,121823.0,"45,030,006",74.0,305998382,"2,647,341","3,168,854","243,797,561",-2147483648,"704,906,130",145.0,"122,781",202,74.0,"1,217,657",54.0,9017480,"11,289","8,026,553","6,121,126",,1
Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,1/5/2024,ATR981312465,142,127.4,0,1.0,47,,0,,"3,528,100","37,591,836",688302023,,0.0,,,0.0,,0.0,0,,,,,1
Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,3/17/2024,TCAIA2495220,143,127.3,94635338,10537.0,"11,716,074",,944314,"17,943","1,300,000","182,937,084",1542242100,,13.0,,2,0.0,,8.0,684557,"1,079",,"1,597,467",,1
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,4/5/2024,UKWLG2400013,144,126.9,114574238,10564.0,"180,987,712",84.0,9134225,"124,326","299,000","4,419,373",79796400,"3,117,914",87.0,"86,814",159,128.0,"35,099,280",133.0,4503872,442,"422,718",,,0
Abc,Abc,J Ross,2/14/2023,CLLU22300585,145,126.6,31867,5.0,"5,100",1.0,1538564650,"2,066,653",,,0,,0.0,174,,0.0,,0.0,0,,,"1,178",,0
La Bachata,La Bachata,Manuel Turizo,5/26/2022,QZDYA1800087,146,126.2,1721045197,156941.0,"97,122,096",81.0,798827877,"3,379,928","1,614,275","209,367,923",-2147483648,"420,585,933",142.0,"152,522","1,161",97.0,"8,709,032",133.0,47203290,"19,769",,"4,817,885",,0
Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½,Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½,FLI:P,4/7/2023,FRX282306294,147,125.4,8028757,1972.0,"488,653",44.0,48533758,"399,664","8,800,000","256,186,613",-2147483648,"6,879,573",1.0,373,,0.0,,0.0,0,,,"220,198",,0
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,3/19/2021,USUM72102636,148,125.2,1612286123,282719.0,"97,390,961",74.0,1019256266,"10,280,320","1,404,274","502,778,982",-2147483648,"2,889,452,237",348.0,"569,287",789,342.0,"2,587,713",90.0,92111798,"90,598",,"7,848,760",,1
Don't Start Now,Don't Start Now,Dua Lipa,10/31/2019,GBAHT1901121,149,124.6,-2147483648,270230.0,"143,953,432",78.0,1201600884,"10,239,198","4,725,570","414,013,363",-2147483648,"2,374,637,534",581.0,"999,941",954,632.0,"4,254,903",118.0,313923242,"99,949",,"13,421,701",,0
Lucid Dreams,Lucid Dreams,Juice WRLD,5/4/2018,USUG11800685,150,123.9,-2147483648,339306.0,"75,858,140",78.0,987143411,"9,384,427","1,900,813","44,442,433",338071383,"274,498,079",153.0,"69,562",132,54.0,"442,640",36.0,259400789,"552,552","257,459,352","9,308,937",,1
PROVENZA,PROVENZA,KAROL G,4/22/2022,USUM72205906,151,123.8,1185929926,103026.0,"64,847,502",76.0,1229843060,"5,870,729","1,300,337","251,445,963",-2147483648,"763,687,717",115.0,"130,158",688,75.0,"7,349,218",90.0,92136339,"29,371",,"3,397,861",,0
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,8/7/2020,USAT22005111,152,123.4,1325725696,171255.0,"53,040,559",72.0,1329826741,"15,965,491","8,470,921","1,183,499,351",-2147483648,"181,452,145",222.0,"91,249",306,94.0,"249,116",50.0,184950173,"397,731",,"4,618,794",,1
SPOT!,SPOT!,ZICO,4/26/2024,USA2P2421932,153,122.8,77757035,3407.0,"35,428,519",81.0,100148771,"2,531,168","99,900","46,645,177",366905484,"24,981,456",27.0,"1,861",51,2.0,"151,901",20.0,63300,98,,"173,263",,0
Family Matters,Family Matters,Drake,5/3/2024,USUG12402984,154,122.7,72335127,8696.0,"36,774,031",86.0,41492122,"1,034,563",,,0,"166,330,702",38.0,"1,488",,16.0,"1,504,365",60.0,3065493,"2,302","2,401,049","283,217",,1
Again,Missing,Kurochuu,6/9/2024,CA5KR2466577,155,122.5,136237285,2.0,"2,190",2.0,0,,,,0,,0.0,,,0.0,,0.0,0,,,,,0
Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),Jung Kook,7/14/2023,USA2P2330093,156,122.4,1673557134,54950.0,"91,343,768",80.0,397523735,"10,125,293","341,522","114,990,786",761760624,"1,800,517,153",86.0,"23,714",861,54.0,"5,286,388",56.0,6442882,"4,352",,"2,310,409",,1
Last Night,3 Songs At A Time Sampler,Morgan Wallen,1/31/2023,USUG12300802,157,121.9,922010059,107189.0,"61,174,155",79.0,141852059,"567,295","285,414","61,112,010",811685466,"182,412,108",106.0,"18,364","1,846",7.0,"33,712",38.0,307115852,"200,650","13,022,144","2,665,347",,1
Too Sweet,Unreal Unearth: Unheard,Hozier,3/22/2024,IEACJ2300335,158,121.2,532012790,22396.0,"130,752,527",85.0,13119247,"218,957",,,0,,235.0,"6,952",,85.0,"25,307,005",108.0,0,,"119,813","2,580,089",,0
Bad Habits,#NAME?,Ed Sheeran,1/1/2020,GBAHS2100318,159,120.8,1754311538,271758.0,"62,218,811",74.0,958790883,"7,686,994","1,036,355","225,139,300",-2147483648,"3,526,952,174",454.0,"1,347,725","1,035",352.0,"7,318,680",136.0,269834154,"88,143","17,144,484","15,886,717",,0
QLONA,MAÃ¯Â¿Â½Ã¯Â¿Â½ANA SERÃ¯Â¿Â½Ã¯Â¿Â½ BONITO (BICHOTA,KAROL G,8/10/2023,USUG12305257,160,120.7,850810162,56104.0,"79,334,561",82.0,258553384,"1,174,349","1,167,300","58,820,722",717259721,"590,681,204",72.0,"39,951",4,57.0,"7,146,260",83.0,32210732,"12,492",,"1,537,093",,1
Leave The Door Open,Leave The Door Open,Bruno Mars,3/5/2021,USAT22100906,161,120.1,1312168384,248793.0,"50,068,571",75.0,993324548,"9,537,455","1,503,567","369,280,607",-2147483648,"2,421,128,623",308.0,"557,867",309,120.0,"1,553,392",103.0,149304590,"91,366",,"10,288,388",,0
Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½,Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½ 3Ã½Ã½Ã½Ã½Ã½Ã½ Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½,Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½(Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½),1/5/2022,JPKI02118106,162,119.5,548408,130.0,"20,518",24.0,1356336,"17,701","18,000,000","334,009,036",-2147483648,,1.0,,,0.0,,0.0,0,,,"69,763",,0
good 4 u,good 4 u,Olivia Rodrigo,5/14/2021,USUG12101245,163,117.8,-2147483648,309421.0,"72,787,213",79.0,773591065,"11,098,007","1,893,481","1,080,682,523",-2147483648,"2,285,796,743",355.0,"4,835","1,283",98.0,"1,610,293",102.0,119030447,"170,032","19,263,268",,,1
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,3/29/2019,USUM71900764,164,117.7,-2147483648,296739.0,"113,315,017",76.0,1779243626,"26,239,833","3,774,645","177,247,662",1409756969,"2,066,888,119",432.0,"353,076","1,024",258.0,"3,123,258",174.0,229833113,"534,958",,"18,994,040",,0
SeÃ¯Â¿Â½Ã¯Â¿Â½o,Shawn Mendes (Deluxe),Shawn Mendes,5/25/2018,USUM71911283,165,117.6,-2147483648,251033.0,"108,433,327",74.0,-2147483648,"26,919,886","5,815,851","140,938,643",1859977153,"2,305,437,038",380.0,"531,893",378,570.0,"2,693,006",89.0,337815285,"426,555",,"15,254,141",,0
DESPECHÃ¯Â¿,DESPECHÃ¯Â¿,ROSALÃ¯Â¿Â½,7/28/2022,USSM12207207,166,116.9,1003487432,126402.0,"88,024,543",73.0,621874255,"2,859,234","2,409,247","476,447,290",-2147483648,"672,233,681",152.0,"175,614","1,077",105.0,"6,388,819",97.0,40988020,"6,129",,"3,205,234",,1
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,4/17/2020,USUM72007941,167,116.7,1638836101,272933.0,"50,425,049",70.0,1170441361,"13,667,470","5,241,838","364,560,431",-2147483648,"201,859,518",216.0,"298,661",62,98.0,"1,699,879",47.0,245618280,"272,002",,"7,646,337",,1
Eyes Closed,Eyes Closed (Piano Version),Ed Sheeran,3/23/2023,GBAHS2201304,168,116.6,372423476,44730.0,"21,933,393",71.0,131308671,"1,074,684","1,102,985","38,959,591",830123390,"961,201,576",132.0,"644,972",287,32.0,"1,018,314",68.0,40613139,"6,969",,"2,886,987",,0
I Remember Everything (feat. Kacey Musgraves),I Remember Everything (feat. Kacey Musgraves),Zach Bryan,8/24/2023,USWB12304903,169,116.5,630373315,70400.0,"105,320,547",84.0,50938569,"246,731","215,433","70,110,809",586454750,"207,483,261",95.0,"83,414",35,47.0,"9,094,602",112.0,147144967,"33,058","5,597,165","1,673,932",,0
Circles,Circles,Post Malone,8/30/2019,USUM71915699,170,116.0,-2147483648,332437.0,"124,491,320",80.0,1116323669,"8,490,012","83,111","26,892,604",273522601,"841,624,305",355.0,"1,015,731",413,311.0,"1,603,280",69.0,448494186,"212,174",,"13,634,519",,0
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,8/3/2023,DGA062382895,171,115.9,474590289,24891.0,"25,915,889",78.0,577930708,"1,569,516","136,500","32,754,141",509287649,"1,484,713,132",27.0,"15,783",215,22.0,"2,762,020",27.0,44676754,"9,094","774,895","1,173,817",,0
About Damn Time,About Damn Time,Lizzo,4/14/2022,USAT22202139,172,115.6,847025688,104052.0,"47,808,065",66.0,106024874,"1,080,393","3,030,761","1,522,267,606",-2147483648,"22,274,346",215.0,"1,024,138","2,826",143.0,"1,456,203",4.0,0,,,"5,445,721",,1
Closer,Closer,The Chainsmokers,7/29/2016,USQX91601347,173,114.6,-2147483648,285381.0,"129,399,627",80.0,-2147483648,"22,091,228","1,103,074","100,536,756",514053404,"467,800,052",385.0,"316,965",467,284.0,"838,570",78.0,819509308,"739,296",,"16,185,008",,0
FLOWER,ME,JISOO,3/31/2023,KRA402300002,174,114.3,440364356,26107.0,"15,314,737",70.0,525156884,"10,820,829","3,411,209","550,993,898",-2147483648,"68,869,541",33.0,"11,830",92,6.0,"26,844",35.0,1335366,"3,263",,"1,058,579",,0
PERRO NEGRO,nadie sabe lo que va a pasar maÃ¯Â¿Â½Ã¯Â¿,Bad Bunny,10/13/2023,QMFME2364199,175,114.2,689181455,61138.0,"90,492,257",83.0,183381482,"738,123","213,300","49,332,435",487440417,"546,833,520",67.0,"32,507",175,51.0,"13,729,294",44.0,14039085,"3,684","2,473,108","930,098",,1
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,10/6/2023,USUG12306085,176,113.2,372248119,68037.0,"44,498,005",,86580734,"1,106,306","77,600","20,713,030",128182068,"384,403,788",53.0,"44,112",31,13.0,"481,832",39.0,19029194,"36,347","9,898,507","2,131,059",,1
Havana (feat. Young Thug),Havana,Camila Cabello,8/3/2017,USSM11706905,177,112.8,2072182782,194332.0,"86,159,672",75.0,-2147483648,"32,333,846","1,314,091","53,911,465",546650805,"2,137,655,536",342.0,"175,317",563,541.0,"1,593,590",95.0,455553499,"772,600",,"16,095,913",,0
LUNA,FERXXOCALIPSIS,Feid,12/1/2023,USUM72318216,178,112.6,606124553,40628.0,"139,802,900",86.0,166363445,"1,019,744","14,519","5,128,004",29601244,"476,273,095",80.0,"51,631",170,64.0,"14,011,480",31.0,1550124,"1,179",,"1,704,574",,0
